type,status,subjects,number,title,date_enacted,term_id,raw_author_text,pdf_url,filename,id,session_id,absent_ids,clean_author_ids
executive_order,active,,2026-003,"Reorganizing the Municipal Inspection Team for all deliveries of supplies and materials, equipment, medicines, vehicles, and other acquisitions of the Municipal Government of Los Baños",2026-01-15,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 03_1768463451.pdf,Executive Order No. 03_1768463451.pdf,executive_order_sb_12_2026-003,,,
executive_order,active,,2026-002,Organizing the Coordination Committee for Cultural Commemoration Events of the Municipal Government of Los Baños,2026-01-13,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 02_1768264210.pdf,Executive Order No. 02_1768264210.pdf,executive_order_sb_12_2026-002,,,
executive_order,active,,2026-001,Establishing the Anilag Festival Coordinating Committee of the Municipal Government of Los Baños,2026-01-12,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 01_1768200883.pdf,Executive Order No. 01_1768200883.pdf,executive_order_sb_12_2026-001,,,
executive_order,active,,2025-051,"Reorganizing and reactivating the Municipal Inventory Team, Appraisal and Disposal of LGU property/ies committee and secretariat",2025-12-15,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 51_1765787814.pdf,Executive Order No. 51_1765787814.pdf,executive_order_sb_12_2025-051,,,
executive_order,active,,2025-050,Establishing the Weekend Night Market at the Batong Malake Public Market and providing guidelines for its operation,2025-12-12,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 50_1765528579.pdf,Executive Order No. 50_1765528579.pdf,executive_order_sb_12_2025-050,,,
executive_order,active,,2025-048,"Reorganizing the Local Inter-Agency Committee (LIAC) for Presidential Proclamation no. 550 in Barangays Lalakay, Bambang and Timugan",2025-11-20,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 48_1763627692.pdf,Executive Order No. 48_1763627692.pdf,executive_order_sb_12_2025-048,,,
executive_order,active,,2025-047,Reorganizing the Municipal Program on Awards and Incentives for Service Excellence (PRAISE) Committee of the Municipal Government of Los Baños,2025-11-13,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 47_1763023951.pdf,Executive Order No. 47_1763023951.pdf,executive_order_sb_12_2025-047,,,
executive_order,active,,2025-045,Establishing the Local Infrastructure Audit Team (LIAT) Purposely in the Conduct of Infrastructure Audit of LGU-Owned and Lifeline Vertical Structures,2025-11-11,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 45_1762828712.pdf,Executive Order No. 45_1762828712.pdf,executive_order_sb_12_2025-045,,,
executive_order,active,,2025-046,"Redesignating Ms. Lillian T. Agoncillo, Municipal Government Department Head (Records Officer) as the Data Protection Officer for the Municipal Government of Los Baños",2025-11-11,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 46_1762822773.pdf,Executive Order No. 46_1762822773.pdf,executive_order_sb_12_2025-046,,,
executive_order,active,,2025-043,"An Order Creating the Administrative Discipline Committee (ADC) and its Secretariat, and defining the respective powers, functions and duties thereof",2025-10-29,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 43_1761698773.pdf,Executive Order No. 43_1761698773.pdf,executive_order_sb_12_2025-043,,,
executive_order,active,,2025-044,An Order adopting the 2025 Rules on Administrative Cases in the Civil Service (RACCS) for Implementation in the Municipal Government of Los Baños (MGLB),2025-10-28,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 44_1761636635.pdf,Executive Order No. 44_1761636635.pdf,executive_order_sb_12_2025-044,,,
executive_order,active,,2025-042,Reorganizing the Municipal Urban Development and Housing Board of the Municipal Government of Los Baños,2025-10-24,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 42_1761266689.pdf,Executive Order No. 42_1761266689.pdf,executive_order_sb_12_2025-042,,,
executive_order,active,,2025-041,Reorganizing the Municipal Information and Communications Technology Council (MICTC) of the Municipality of Los Baños,2025-10-21,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 41_1761004861.pdf,Executive Order No. 41_1761004861.pdf,executive_order_sb_12_2025-041,,,
executive_order,active,,2025-040,Establishing the Human Rights Action Center (HRAC) and Creation of the Human Rights Committee (HRC) of the Municipal Government of Los Baños,2025-10-17,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 40_1760678676.pdf,Executive Order No. 40_1760678676.pdf,executive_order_sb_12_2025-040,,,
executive_order,active,,2025-039,Reorganizing the Pre-Marriage Orientation and Counseling (PMOC) Team of the Municipal Government of Los Baños,2025-10-16,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 39_1760586804.pdf,Executive Order No. 39_1760586804.pdf,executive_order_sb_12_2025-039,,,
executive_order,active,,2025-038,"Establishing a Core Group to Develop an Implementation Plan for ""Rizal Classrooms of the Future"" to Enhance the Delivery of Inclusive and Quality Education in the Municipality of Los Baños",2025-09-25,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 38_1758760907.pdf,Executive Order No. 38_1758760907.pdf,executive_order_sb_12_2025-038,,,
executive_order,active,,2025-037,Reorganizing the Los Baños Municipal Nutrition Committee,2025-09-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 37_1758242237.pdf,Executive Order No. 37_1758242237.pdf,executive_order_sb_12_2025-037,,,
executive_order,active,,2025-036,Reorganizing the Permanent Action Team for the Implementation of Citizens Complaint Hotline 8888,2025-09-12,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 36_1757658742.pdf,Executive Order No. 36_1757658742.pdf,executive_order_sb_12_2025-036,,,
executive_order,active,,2025-031,Reconstituting the Municipal Development Council of the Municipal Government of Los Baños,2025-09-11,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 31_1757559681.pdf,Executive Order No. 31_1757559681.pdf,executive_order_sb_12_2025-031,,,
executive_order,active,,2025-030,Reorganizing the Pantawid Pamilyang Pilipino Program (4Ps) Municipal Advisory Council,2025-09-10,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 30_1757463518.pdf,Executive Order No. 30_1757463518.pdf,executive_order_sb_12_2025-030,,,
executive_order,active,,2025-032,Reconstituting the Municipal School Board of the Municipal Government of Los Baños,2025-09-10,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 32_1757472657.pdf,Executive Order No. 32_1757472657.pdf,executive_order_sb_12_2025-032,,,
executive_order,active,,2025-033,Reconstituting the Municipal Health Board of the Municipal Government of Los Baños,2025-09-10,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 33_1757472842.pdf,Executive Order No. 33_1757472842.pdf,executive_order_sb_12_2025-033,,,
executive_order,active,,2025-034,Further Reconstituting the Municipal Peace and Order Council of the Municipal Government of Los Baños,2025-09-10,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 34_1757473032.pdf,Executive Order No. 34_1757473032.pdf,executive_order_sb_12_2025-034,,,
executive_order,active,,2025-035,Further Reconstituting the Municipal Disaster Risk Reduction and Management Council of the Municipal Government of Los Baños,2025-09-10,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 35_1757473203.pdf,Executive Order No. 35_1757473203.pdf,executive_order_sb_12_2025-035,,,
executive_order,active,,2025-026,Reorganizing the Public Financial Management Team of the Municipal Government of Los Baños,2025-09-04,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 26_1756955169.pdf,Executive Order No. 26_1756955169.pdf,executive_order_sb_12_2025-026,,,
executive_order,active,,2025-027,Designating a Data Protection Officer and a Compliance Officer for Privacy for the Municipal Government of Los Baños,2025-09-04,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 27_1756955960.pdf,Executive Order No. 27_1756955960.pdf,executive_order_sb_12_2025-027,,,
executive_order,active,,2025-028,"Organizing the Technical Working Group for the Crafting of the Research, Rest and Recreation Project Proposal of the Municipal Government of Los Baños",2025-09-04,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 28_1756966686.pdf,Executive Order No. 28_1756966686.pdf,executive_order_sb_12_2025-028,,,
executive_order,active,,2025-029,"Reconstituting the Human Resource Merit Promotion and Selection Board (HRMPSB) of the Municipal Government of Los Baños, Laguna",2025-09-04,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 29_1756956104.pdf,Executive Order No. 29_1756956104.pdf,executive_order_sb_12_2025-029,,,
executive_order,active,,2025-024,Creation of the Technical Working Group (TWG) for the Formulation of the Los Baños Farm-to-Market Road Network Plan (FMRNP),2025-08-29,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 24_1756456889.pdf,Executive Order No. 24_1756456889.pdf,executive_order_sb_12_2025-024,,,
executive_order,active,,2025-018,Reorganizing the Manila Bay Task Force of the Municipal Government of Los Baños,2025-08-28,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 18_1756351803.pdf,Executive Order No. 18_1756351803.pdf,executive_order_sb_12_2025-018,,,
executive_order,active,,2025-019,Reorganizing Los Baños- Makiling Sub-Water Quality Management Area Council,2025-08-28,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 19_1756351836.pdf,Executive Order No. 19_1756351836.pdf,executive_order_sb_12_2025-019,,,
executive_order,active,,2025-006,"Reorganizing the Municipal Peace and Order Council (MPOC), MPOC-Executive Committee, Special Action Committees, and MPOC Secretariat of the Municipal Government of Los Baños",2025-08-27,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 06_1756283507.pdf,Executive Order No. 06_1756283507.pdf,executive_order_sb_12_2025-006,,,
executive_order,active,,2025-017,Reorganizing the Municipal Solid Waste Management Board of the Municipal Government of Los Baños,2025-08-27,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 17_1756255852.pdf,Executive Order No. 17_1756255852.pdf,executive_order_sb_12_2025-017,,,
executive_order,active,,2025-022,Reorganizing the Performance Management Team of the Municipal Government of Los Baños,2025-08-27,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 22_1756262913.pdf,Executive Order No. 22_1756262913.pdf,executive_order_sb_12_2025-022,,,
executive_order,active,,2025-023,Reorganizing the People's Law Enforcement Board (PLEB) of the Municipal Government of Los Baños,2025-08-27,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 23_1756283674.pdf,Executive Order No. 23_1756283674.pdf,executive_order_sb_12_2025-023,,,
executive_order,active,,2025-001,Directing the Municipal Disaster Risk Reduction and Management Council (MDRRMC) to Undertake Preparedness Measures to Mitigate the Impact of Typhoons during the Rainy Season,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 01_1755576440.pdf,Executive Order No. 01_1755576440.pdf,executive_order_sb_12_2025-001,,,
executive_order,active,,2025-002,Reorganizing and Expanding the Local Finance Committee of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 02_1755576633.pdf,Executive Order No. 02_1755576633.pdf,executive_order_sb_12_2025-002,,,
executive_order,active,,2025-003,"Directing all Barangays in the Municipality of Los Baños, Laguna to regularly submit situational reports to the Municipal Governments",2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 03_1755576838.pdf,Executive Order No. 03_1755576838.pdf,executive_order_sb_12_2025-003,,,
executive_order,active,,2025-004,"Declaring Suspension of Classes in all Levels for Private and Public Schools in Los Baños, Laguna in Times of Disasters and Emergencies",2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 04_1755580734.pdf,Executive Order No. 04_1755580734.pdf,executive_order_sb_12_2025-004,,,
executive_order,active,,2025-005,Providing the Records Management guidelines for Municipal Issuances and Correspondences,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 05_1755580803.pdf,Executive Order No. 05_1755580803.pdf,executive_order_sb_12_2025-005,,,
executive_order,active,,2025-006,"Reorganizing the Bids and Awards Committee (BAC), its Secretariat and Observers of the Municipal Government of Los Baños",2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 06_1755580842.pdf,Executive Order No. 06_1755580842.pdf,executive_order_sb_12_2025-006,,,
executive_order,active,,2025-006,"Further Reorganizing the Bids and Awards Committee (BAC), its Secretariat and Observers of the Municipal Government of Los Baños",2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 06-A_1755580880.pdf,Executive Order No. 06-A_1755580880.pdf,executive_order_sb_12_2025-006,,,
executive_order,active,,2025-007,Reorganizing the Committee on Anti-Red Tape (CART) of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 07_1755580986.pdf,Executive Order No. 07_1755580986.pdf,executive_order_sb_12_2025-007,,,
executive_order,active,,2025-007,Further Reorganizing the Committee on Anti-Red Tape of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 07-A_1755581020.pdf,Executive Order No. 07-A_1755581020.pdf,executive_order_sb_12_2025-007,,,
executive_order,active,,2025-008,"Further Reorganizing the Bids and Awards Committee (BAC), its Secretariat and Observers of the Municipal Government of Los Baños",2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 08_1755581056.pdf,Executive Order No. 08_1755581056.pdf,executive_order_sb_12_2025-008,,,
executive_order,active,,2025-009,Reorganizing the Gender and Development Focal Point System (GFPS) of the Municipal Government of Los Baños in support of the revised guidelines on the localization of the Magna Carta of Women under PCW-DILG-DBM-NEDA JMC 2024-01,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 09_1755581099.pdf,Executive Order No. 09_1755581099.pdf,executive_order_sb_12_2025-009,,,
executive_order,active,,2025-011,Reorganizing the Local Youth Development Council of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 11_1755581137.pdf,Executive Order No. 11_1755581137.pdf,executive_order_sb_12_2025-011,,,
executive_order,active,,2025-012,Directing the Organization of the Municipal Gender and Development Project Monitoring and Evaluation (GAD M&E) Team,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 12_1755581180.pdf,Executive Order No. 12_1755581180.pdf,executive_order_sb_12_2025-012,,,
executive_order,active,,2025-013,Reorganizing the Municipal Council for the Local Protection of Children of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 13_1755581220.pdf,Executive Order No. 13_1755581220.pdf,executive_order_sb_12_2025-013,,,
executive_order,active,,2025-014,Reorganizing the Local Committee on Anti-Trafficking and Violence Against Women and their Children of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 14_1755581268.pdf,Executive Order No. 14_1755581268.pdf,executive_order_sb_12_2025-014,,,
executive_order,active,,2025-015,An Order temporarily suspending the operations of all Small Town Lottery (STL) in the Municipality of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 15_1755581296.pdf,Executive Order No. 15_1755581296.pdf,executive_order_sb_12_2025-015,,,
executive_order,active,,2025-016,Reorganizing the Market Management Committee of the Municipal Government of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 16_1755591775.pdf,Executive Order No. 16_1755591775.pdf,executive_order_sb_12_2025-016,,,
executive_order,active,,2025-021,An Order lifting the temporary suspension of the operations of all Small Town Lottery (STL) in the Municipality of Los Baños,2025-08-19,sb_12,Mayor Niel Andrew N. Nocon,https://losbanos.gov.ph/public/storage/executive_orders/Executive Order No. 21_1755589342.pdf,Executive Order No. 21_1755589342.pdf,executive_order_sb_12_2025-021,,,
executive_order,active,,2021-091,Reorganization of the Municipal Development Council (MDC) of the Municipal Government of Los Baños.,2022-04-11,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-091_1656469201.pdf,EO-2022-091_1656469201.pdf,executive_order_sb_10_2021-091,,,
executive_order,active,,2021-092,Reorganization of the Municipal School Board (MSB) of the Municipal Government of Los Baños.,2022-04-11,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-092_1656469255.pdf,EO-2022-092_1656469255.pdf,executive_order_sb_10_2021-092,,,
executive_order,active,,2021-093,Reorganization of the Municipal Disaster Risk Reduction and Management Council of the Municipal Government of Los Baños.,2022-04-11,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-093_1656469332.pdf,EO-2022-093_1656469332.pdf,executive_order_sb_10_2021-093,,,
executive_order,active,,2021-090,Creation of the Assessment Committee for the Philippine National Police (PNP) Community Mobilization Project.,2022-04-05,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-090_1651109147.pdf,EO-2022-090_1651109147.pdf,executive_order_sb_10_2021-090,,,
executive_order,active,,2021-089,Creating the Climate Disaster Risk Assessment (CDRA) Technical Working Group of the Municipality of Los Baños.,2022-04-04,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-089_1651109004.pdf,EO-2022-089_1651109004.pdf,executive_order_sb_10_2021-089,,,
executive_order,active,,2021-086,"""Creating A Local Inter-Agency Committee (LIAC) for the Clearing and Relocation of Families Affected by The PNR South Long-Haul Project in the Municipality of Los Baños, Province of Laguna"".",2022-03-28,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-086_1651108289.pdf,EO-2022-086_1651108289.pdf,executive_order_sb_10_2021-086,,,
executive_order,active,,2021-087,Reorganization of the Local Governance Transition Team.,2022-03-28,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-087_1651108365.pdf,EO-2022-087_1651108365.pdf,executive_order_sb_10_2021-087,,,
executive_order,active,,2021-085,Reorganization of the Local Governance Performance Management System (LGPMS) Team of The Municipality of Los Baños for the 2022 Seal of Good Local Governance.,2022-03-25,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-085_1651108173.pdf,EO-2022-085_1651108173.pdf,executive_order_sb_10_2021-085,,,
executive_order,active,,2021-084,"Reorganization of the Municipal Peace and Order Council (MPOC), MPOC-Executive Committee, Special Action Committees, Pops-Plan Technical Working Group and Mpoc Secretariat of The Municipality of Los Baños.",2022-03-21,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-084_1651108016.pdf,EO-2022-084_1651108016.pdf,executive_order_sb_10_2021-084,,,
executive_order,active,,2021-083,"Creation of the Los Baños Disaster Risk Reduction and Management in Health (Drrm-H) Planning Committee to Assess, Review and Update the Drrm-H Plan of The Municipality of Los Baños.",2022-03-18,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-083_1651107868.pdf,EO-2022-083_1651107868.pdf,executive_order_sb_10_2021-083,,,
executive_order,active,,2021-081,Reorganization And Reactivation of The Los Baños Drinking Water Quality Monitoring Committee.,2022-03-11,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-081 (1)_1651107466.pdf,EO-2022-081 (1)_1651107466.pdf,executive_order_sb_10_2021-081,,,
executive_order,active,,2021-080,An Order Reverting the Hours of Work Transactions in The Municipal Government of Los Baños (MGLB) from Eight O’clock In The Morning to Five O’clock in The Afternoon (8am-5pm) Monday To Friday.,2022-03-09,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-080_1650935485.pdf,EO-2022-080_1650935485.pdf,executive_order_sb_10_2021-080,,,
executive_order,active,,2021-079,An Order Adopting the Guidelines On The Nationwide Implementation of Alert Level System Section [6] Guidelines For Areas Under AlertLevel 1 For Covid-19 Response As of 27 February 2022 In The Municipality of Los Baños.,2022-03-04,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-079_1650935324.pdf,EO-2022-079_1650935324.pdf,executive_order_sb_10_2021-079,,,
executive_order,active,,2021-072,"Addendum To Executive Order No. 003 Series Of 2021, Entitled: “An Order Reorganizing The Los Baños Municipal Solid Waste Management""",2022-02-01,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-072_1650330425.pdf,EO-2022-072_1650330425.pdf,executive_order_sb_10_2021-072,,,
executive_order,active,,2021-077,Reorganization And Reactivation of The Regulatory Reform Team .,2022-01-27,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-077_1650935222.pdf,EO-2022-077_1650935222.pdf,executive_order_sb_10_2021-077,,,
executive_order,active,,2021-076,Reorganization And Reactivation of The Local Committee Against Squatting Syndicates and Professional Squatters.,2022-01-25,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-076_1650935054.pdf,EO-2022-076_1650935054.pdf,executive_order_sb_10_2021-076,,,
executive_order,active,,2021-075,Creation of LGU P4 Selection Committee (P4-SC) for the Dialysis Center Project.,2022-01-18,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-075_1650934987.pdf,EO-2022-075_1650934987.pdf,executive_order_sb_10_2021-075,,,
executive_order,active,,2021-074,An Order Providing for Guidelines to Suppress the Increase Spread of COVID-19 in the Municipality of Los Baños.,2022-01-06,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2022-074_1650331264.pdf,EO-2022-074_1650331264.pdf,executive_order_sb_10_2021-074,,,
executive_order,active,,2021-069,An Order Reorganizing the Performance Management Team.,2021-11-22,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-069_1646964427.pdf,EO-2021-069_1646964427.pdf,executive_order_sb_10_2021-069,,,
executive_order,active,,2021-070,An Order Reorganizing the Technical Working Group to Facilitate the Institutionalized Local Disaster Reduction and Management Plan (LDRRMP) of the Municipality of Los Baños.,2021-11-22,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-070_1646964538.pdf,EO-2021-070_1646964538.pdf,executive_order_sb_10_2021-070,,,
executive_order,active,,2021-068,"An Order Adopting the Guidelines on the Nationwide Implementation of Alert Levels System for COVID-19 Response as of 11 November 2021 and Implementing Measures in Areas Placed under Alert Level 2 from 15 November to 30 November 2021, Unless Otherwise Modified, Extended or Lifted Earlier in the Municipality of Los Baños.",2021-11-17,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-068_1646964342.pdf,EO-2021-068_1646964342.pdf,executive_order_sb_10_2021-068,,,
executive_order,active,,2021-067,Directing the Creation of the Los Baños Sports Council.,2021-11-09,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-067_1646964139.pdf,EO-2021-067_1646964139.pdf,executive_order_sb_10_2021-067,,,
executive_order,active,,2021-066,"An Order Providing the Guidelines and Minimum Health Protocols under Alert Level 3 in the Municipality of Los Baños from November 1-14, 2021 Unless Otherwise Modified, Extended or Lifted Earlier and for Other Purposes.",2021-11-08,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-066_1646963976.pdf,EO-2021-066_1646963976.pdf,executive_order_sb_10_2021-066,,,
executive_order,active,,2021-064,Directing the Reorganization of the Public Financial Management Team of the Municipality of Los Baños.,2021-11-02,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-064_1638423071.pdf,EO-2021-064_1638423071.pdf,executive_order_sb_10_2021-064,,,
executive_order,active,,2021-065,Directing the Reorganization of the Full Disclosure Policy Team of the Municipality of Los Baños.,2021-11-02,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-065_1638423154.pdf,EO-2021-065_1638423154.pdf,executive_order_sb_10_2021-065,,,
executive_order,active,,2021-063,"Directing the Inclusion of Atty. Katrina D. Galang-Bacani, Municipal Administrator to the Various Councils/Committees/Task Forces of the Municipal Government of Los Baños.",2021-10-25,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-063_1638422791.pdf,EO-2021-063_1638422791.pdf,executive_order_sb_10_2021-063,,,
executive_order,active,,2021-061,Directing the Reorganization of the Municipal Risk Reduction and Management Rescue Volunteers – Community Volunteers.,2021-10-13,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-061_1638422592.pdf,EO-2021-061_1638422592.pdf,executive_order_sb_10_2021-061,,,
executive_order,active,,2021-062,"Imposing the Temporary Closure of Private and Public Cemeteries, Memorial Parks and Burial Sites, Including Columbarium and the likes in the Municipality of Los Baños, Laguna on October 29 to November 5, 2021 in vuew of Enforcing Minimum Health and Safety Protocols under the COVID-19 Threat and Providing Guidelines Therefore.",2021-10-13,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-062_1638422661.pdf,EO-2021-062_1638422661.pdf,executive_order_sb_10_2021-062,,,
executive_order,active,,2021-059,Rules and Regulations Implementing Municipal Ordinance: No. 2021-2117 re: Longevity Grant for Los Baños Senior Citizens.,2021-09-28,sb_10,Mayor Caesar P. Perez,https://losbanos.gov.ph/public/storage/executive_orders/EO-2021-059_1638422375.pdf,EO-2021-059_1638422375.pdf,executive_order_sb_10_2021-059,,,
